year,geoid,State,County_name,d_Metro,Economic_Type,d_Low_Education,d_low_employment,d_retirement_county,d_persistent_poverty,d_Persistent_Related_Child_Poverty
2015,34023,NJ,Middlesex County,1,Nonspecialized,0,0,0,0,0
2015,34025,NJ,Monmouth County,1,Nonspecialized,0,0,0,0,0
2015,34027,NJ,Morris County,1,Nonspecialized,0,0,0,0,0
2015,34029,NJ,Ocean County,1,Recreation,0,0,1,0,0
2015,34031,NJ,Passaic County,1,Nonspecialized,0,0,0,0,0
2015,34033,NJ,Salem County,1,Nonspecialized,0,0,0,0,0
2015,34035,NJ,Somerset County,1,Nonspecialized,0,0,0,0,0
2015,34037,NJ,Sussex County,1,Recreation,0,0,0,0,0
2015,34039,NJ,Union County,1,Nonspecialized,0,0,0,0,0
2015,34041,NJ,Warren County,1,Nonspecialized,0,0,0,0,0
2015,35001,NM,Bernalillo County,1,Federal/State Government,0,0,0,0,0
2015,35003,NM,Catron County,0,Farming,0,1,0,0,1
2015,35005,NM,Chaves County,0,Nonspecialized,1,0,0,0,1
2015,35006,NM,Cibola County,0,Federal/State Government,0,1,0,1,1
2015,35007,NM,Colfax County,0,Federal/State Government,0,0,0,0,1
2015,35009,NM,Curry County,0,Nonspecialized,0,0,0,0,1
2015,35011,NM,De Baca County,0,Farming,0,1,0,0,1
2015,35013,NM,Dona Ana County,1,Federal/State Government,1,0,1,1,1
2015,35015,NM,Eddy County,0,Mining,0,0,0,0,0
2015,35017,NM,Grant County,0,Mining,0,1,0,0,0
2015,35019,NM,Guadalupe County,0,Recreation,0,1,0,1,1
2015,35021,NM,Harding County,0,Farming,0,1,0,0,0
2015,35023,NM,Hidalgo County,0,Federal/State Government,0,1,0,0,1
2015,35025,NM,Lea County,0,Mining,1,0,0,0,0
2015,35027,NM,Lincoln County,0,Recreation,0,0,0,0,1
2015,35028,NM,Los Alamos County,0,Nonspecialized,0,0,0,0,0
2015,35029,NM,Luna County,0,Federal/State Government,1,1,0,1,1
2015,35031,NM,McKinley County,0,Federal/State Government,1,1,0,1,1
2015,35033,NM,Mora County,0,Federal/State Government,0,1,0,0,0
2015,35035,NM,Otero County,0,Federal/State Government,0,1,0,0,0
2015,35037,NM,Quay County,0,Nonspecialized,0,1,0,0,1
2015,35039,NM,Rio Arriba County,0,Nonspecialized,0,1,0,0,1
2015,35041,NM,Roosevelt County,0,Farming,0,0,0,1,1
2015,35043,NM,Sandoval County,1,Manufacturing,0,0,1,0,0
2015,35045,NM,San Juan County,1,Mining,0,0,0,0,1
2015,35047,NM,San Miguel County,0,Federal/State Government,0,1,0,1,1
2015,35049,NM,Santa Fe County,1,Federal/State Government,0,0,0,0,0
2015,35051,NM,Sierra County,0,Federal/State Government,0,1,0,0,1
2015,35053,NM,Socorro County,0,Federal/State Government,0,1,0,1,1
2015,35055,NM,Taos County,0,Recreation,0,0,0,1,1
2015,35057,NM,Torrance County,1,Nonspecialized,0,1,0,0,1
2015,35059,NM,Union County,0,Farming,1,0,0,0,0
2015,35061,NM,Valencia County,1,Nonspecialized,0,1,1,0,0
2015,36001,NY,Albany County,1,Federal/State Government,0,0,0,0,0
2015,36003,NY,Allegany County,0,Recreation,0,0,0,0,0
2015,36005,NY,Bronx County,1,Nonspecialized,1,1,0,1,1
2015,36007,NY,Broome County,1,Nonspecialized,0,0,0,0,0
2015,36009,NY,Cattaraugus County,0,Nonspecialized,0,0,0,0,0
2015,36011,NY,Cayuga County,0,Nonspecialized,0,0,0,0,0
2015,36013,NY,Chautauqua County,0,Nonspecialized,0,0,0,0,0
2015,36015,NY,Chemung County,1,Nonspecialized,0,0,0,0,0
2015,36017,NY,Chenango County,0,Manufacturing,0,0,0,0,0
2015,36019,NY,Clinton County,0,Federal/State Government,0,0,0,0,0
2015,36021,NY,Columbia County,0,Recreation,0,0,0,0,0
2015,36023,NY,Cortland County,0,Nonspecialized,0,0,0,0,0
2015,36025,NY,Delaware County,0,Manufacturing,0,0,0,0,0
2015,36027,NY,Dutchess County,1,Nonspecialized,0,0,0,0,0
2015,36029,NY,Erie County,1,Nonspecialized,0,0,0,0,0
2015,36031,NY,Essex County,0,Federal/State Government,0,0,0,0,0
2015,36033,NY,Franklin County,0,Federal/State Government,0,1,0,0,0
2015,36035,NY,Fulton County,0,Nonspecialized,0,0,0,0,0
2015,36037,NY,Genesee County,0,Nonspecialized,0,0,0,0,0
2015,36039,NY,Greene County,0,Federal/State Government,0,0,0,0,0
2015,36041,NY,Hamilton County,0,Recreation,0,0,0,0,0
2015,36043,NY,Herkimer County,1,Recreation,0,0,0,0,0
2015,36045,NY,Jefferson County,1,Nonspecialized,0,0,0,0,0
2015,36047,NY,Kings County,1,Nonspecialized,0,0,0,1,1
2015,36049,NY,Lewis County,0,Recreation,0,0,0,0,0
2015,36051,NY,Livingston County,1,Federal/State Government,0,0,0,0,0
2015,36053,NY,Madison County,1,Nonspecialized,0,0,0,0,0
2015,36055,NY,Monroe County,1,Nonspecialized,0,0,0,0,0
2015,36057,NY,Montgomery County,0,Nonspecialized,0,0,0,0,0
2015,36059,NY,Nassau County,1,Nonspecialized,0,0,0,0,0
2015,36061,NY,New York County,1,Nonspecialized,0,0,0,0,1
2015,36063,NY,Niagara County,1,Nonspecialized,0,0,0,0,0
2015,36065,NY,Oneida County,1,Federal/State Government,0,0,0,0,0
2015,36067,NY,Onondaga County,1,Nonspecialized,0,0,0,0,0
2015,36069,NY,Ontario County,1,Nonspecialized,0,0,0,0,0
2015,36071,NY,Orange County,1,Nonspecialized,0,0,0,0,0
2015,36073,NY,Orleans County,1,Federal/State Government,0,0,0,0,0
2015,36075,NY,Oswego County,1,Nonspecialized,0,0,0,0,0
2015,36077,NY,Otsego County,0,Recreation,0,0,0,0,0
2015,36079,NY,Putnam County,1,Nonspecialized,0,0,0,0,0
2015,36081,NY,Queens County,1,Nonspecialized,0,0,0,0,0
2015,36083,NY,Rensselaer County,1,Nonspecialized,0,0,0,0,0
2015,36085,NY,Richmond County,1,Nonspecialized,0,0,0,0,0
2015,36087,NY,Rockland County,1,Nonspecialized,0,0,0,0,0
2015,36089,NY,St. Lawrence County,0,Federal/State Government,0,0,0,0,0
2015,36091,NY,Saratoga County,1,Recreation,0,0,0,0,0
2015,36093,NY,Schenectady County,1,Nonspecialized,0,0,0,0,0
2015,36095,NY,Schoharie County,1,Recreation,0,0,0,0,0
2015,36097,NY,Schuyler County,0,Recreation,0,0,0,0,0
2015,36099,NY,Seneca County,0,Federal/State Government,0,0,0,0,0
2015,36101,NY,Steuben County,0,Nonspecialized,0,0,0,0,0
2015,36103,NY,Suffolk County,1,Recreation,0,0,0,0,0
2015,36105,NY,Sullivan County,0,Recreation,0,1,0,0,0
2015,36107,NY,Tioga County,1,Manufacturing,0,0,0,0,0
2015,36109,NY,Tompkins County,1,Nonspecialized,0,0,0,0,0
2015,36111,NY,Ulster County,1,Recreation,0,0,0,0,0
2015,36113,NY,Warren County,1,Recreation,0,0,0,0,0
2015,36115,NY,Washington County,1,Federal/State Government,0,0,0,0,0
2015,36117,NY,Wayne County,1,Manufacturing,0,0,0,0,0
2015,36119,NY,Westchester County,1,Nonspecialized,0,0,0,0,0
2015,36121,NY,Wyoming County,0,Federal/State Government,0,0,0,0,0
2015,36123,NY,Yates County,1,Recreation,0,0,0,0,0
2015,37001,NC,Alamance County,1,Nonspecialized,0,0,1,0,0
2015,37003,NC,Alexander County,1,Manufacturing,0,0,0,0,0
2015,37005,NC,Alleghany County,0,Recreation,1,1,0,0,1
2015,37007,NC,Anson County,0,Federal/State Government,1,1,0,0,0
2015,37009,NC,Ashe County,0,Recreation,0,0,1,0,0
2015,37011,NC,Avery County,0,Recreation,0,1,0,0,0
2015,37013,NC,Beaufort County,0,Manufacturing,0,1,0,0,1
2015,37015,NC,Bertie County,0,Manufacturing,0,1,1,1,1
2015,37017,NC,Bladen County,0,Manufacturing,1,1,0,1,1
2015,37019,NC,Brunswick County,1,Recreation,0,1,1,0,0
2015,37021,NC,Buncombe County,1,Nonspecialized,0,0,0,0,0
2015,37023,NC,Burke County,1,Manufacturing,0,0,0,0,0
2015,37025,NC,Cabarrus County,1,Nonspecialized,0,0,1,0,0
2015,37027,NC,Caldwell County,1,Manufacturing,1,0,0,0,0
2015,37029,NC,Camden County,0,Nonspecialized,0,0,0,0,0
2015,37031,NC,Carteret County,0,Recreation,0,0,0,0,0
2015,37033,NC,Caswell County,0,Federal/State Government,1,1,0,0,0
2015,37035,NC,Catawba County,1,Manufacturing,0,0,0,0,0
2015,37037,NC,Chatham County,1,Nonspecialized,0,0,1,0,0
2015,37039,NC,Cherokee County,0,Recreation,0,1,1,0,0
2015,37041,NC,Chowan County,0,Nonspecialized,0,1,1,0,1
2015,37043,NC,Clay County,0,Recreation,0,1,1,0,0
2015,37045,NC,Cleveland County,0,Nonspecialized,0,0,0,0,0
2015,37047,NC,Columbus County,0,Nonspecialized,0,1,0,1,1
2015,37049,NC,Craven County,1,Federal/State Government,0,1,1,0,0
2015,37051,NC,Cumberland County,1,Nonspecialized,0,0,0,0,0
2015,37053,NC,Currituck County,1,Recreation,0,0,0,0,0
2015,37055,NC,Dare County,0,Recreation,0,0,0,0,0
2015,37057,NC,Davidson County,1,Nonspecialized,0,0,0,0,0
2015,37059,NC,Davie County,1,Nonspecialized,0,0,1,0,0
2015,37061,NC,Duplin County,0,Manufacturing,1,0,1,0,1
2015,37063,NC,Durham County,1,Manufacturing,0,0,0,0,0
2015,37065,NC,Edgecombe County,1,Nonspecialized,0,1,0,0,1
2015,37067,NC,Forsyth County,1,Nonspecialized,0,0,0,0,0
2015,37069,NC,Franklin County,1,Nonspecialized,0,0,1,0,0
2015,37071,NC,Gaston County,1,Nonspecialized,0,0,0,0,0
2015,37073,NC,Gates County,1,Farming,0,0,1,0,0
2015,37075,NC,Graham County,0,Recreation,0,1,0,0,0
2015,37077,NC,Granville County,0,Federal/State Government,0,0,1,0,0
2015,37079,NC,Greene County,0,Federal/State Government,1,1,0,0,1
2015,37081,NC,Guilford County,1,Nonspecialized,0,0,0,0,0
2015,37083,NC,Halifax County,0,Nonspecialized,0,1,0,1,1
2015,37085,NC,Harnett County,0,Nonspecialized,0,0,0,0,0
2015,37087,NC,Haywood County,1,Recreation,0,0,0,0,0
2015,37089,NC,Henderson County,1,Nonspecialized,0,0,1,0,0
2015,37091,NC,Hertford County,0,Nonspecialized,0,1,0,0,1
2015,37093,NC,Hoke County,1,Manufacturing,0,1,1,0,1
2015,37095,NC,Hyde County,0,Farming,0,1,0,0,0
2015,37097,NC,Iredell County,1,Nonspecialized,0,0,1,0,0
2015,37099,NC,Jackson County,0,Federal/State Government,0,0,0,0,0
2015,37101,NC,Johnston County,1,Nonspecialized,0,0,1,0,0
2015,37103,NC,Jones County,1,Farming,0,1,0,0,0
2015,37105,NC,Lee County,0,Manufacturing,0,0,0,0,0
2015,37107,NC,Lenoir County,0,Nonspecialized,0,0,0,0,1
2015,37109,NC,Lincoln County,1,Manufacturing,0,0,1,0,0
2015,37111,NC,McDowell County,0,Manufacturing,0,1,0,0,0
2015,37113,NC,Macon County,0,Recreation,0,1,1,0,0
2015,37115,NC,Madison County,1,Nonspecialized,0,1,0,0,0
2015,37117,NC,Martin County,0,Manufacturing,0,1,0,1,1
2015,37119,NC,Mecklenburg County,1,Nonspecialized,0,0,0,0,0
2015,37121,NC,Mitchell County,0,Nonspecialized,0,1,0,0,0
2015,37123,NC,Montgomery County,0,Manufacturing,1,1,0,0,0
2015,37125,NC,Moore County,0,Recreation,0,0,1,0,0
2015,37127,NC,Nash County,1,Nonspecialized,0,0,0,0,0
2015,37129,NC,New Hanover County,1,Recreation,0,0,1,0,0
2015,37131,NC,Northampton County,0,Nonspecialized,1,1,0,1,1
2015,37133,NC,Onslow County,1,Nonspecialized,0,0,0,0,0
2015,37135,NC,Orange County,1,Federal/State Government,0,0,0,0,0
2015,37137,NC,Pamlico County,1,Recreation,0,1,0,0,1
2015,37139,NC,Pasquotank County,0,Federal/State Government,0,0,0,0,1
2015,37141,NC,Pender County,1,Recreation,0,0,1,0,0
2015,37143,NC,Perquimans County,0,Nonspecialized,0,1,1,0,1
2015,37145,NC,Person County,1,Nonspecialized,0,0,0,0,0
2015,37147,NC,Pitt County,1,Federal/State Government,0,0,1,1,1
2015,37149,NC,Polk County,0,Nonspecialized,0,1,1,0,0
2015,37151,NC,Randolph County,1,Manufacturing,0,0,0,0,0
2015,37153,NC,Richmond County,0,Nonspecialized,0,1,0,0,0
2015,37155,NC,Robeson County,0,Nonspecialized,1,1,0,1,1
2015,37157,NC,Rockingham County,1,Manufacturing,0,0,0,0,0
2015,37159,NC,Rowan County,1,Nonspecialized,0,0,0,0,0
2015,37161,NC,Rutherford County,0,Nonspecialized,0,1,1,0,0
2015,37163,NC,Sampson County,0,Nonspecialized,1,0,0,0,1
2015,37165,NC,Scotland County,0,Nonspecialized,0,1,0,0,0
2015,37167,NC,Stanly County,0,Nonspecialized,0,0,0,0,0
2015,37169,NC,Stokes County,1,Nonspecialized,0,0,1,0,0
2015,37171,NC,Surry County,0,Nonspecialized,1,0,0,0,0
2015,37173,NC,Swain County,0,Recreation,0,1,0,0,1
2015,37175,NC,Transylvania County,0,Recreation,0,0,1,0,0
2015,37177,NC,Tyrrell County,0,Federal/State Government,1,1,0,1,1
2015,37179,NC,Union County,1,Nonspecialized,0,0,1,0,0
2015,37181,NC,Vance County,0,Nonspecialized,1,1,0,0,1
2015,37183,NC,Wake County,1,Nonspecialized,0,0,1,0,0
2015,37185,NC,Warren County,0,Federal/State Government,1,1,0,0,1
2015,37187,NC,Washington County,0,Nonspecialized,0,1,0,1,1
2015,37189,NC,Watauga County,0,Federal/State Government,0,0,0,0,0
2015,37191,NC,Wayne County,1,Nonspecialized,0,0,0,0,0
2015,37193,NC,Wilkes County,0,Nonspecialized,1,1,0,0,0
2015,37195,NC,Wilson County,0,Manufacturing,0,0,0,0,1
2015,37197,NC,Yadkin County,1,Nonspecialized,0,0,0,0,0
2015,37199,NC,Yancey County,0,Recreation,0,0,0,0,1
2015,38001,ND,Adams County,0,Farming,0,0,0,0,0
2015,38003,ND,Barnes County,0,Farming,0,0,0,0,0
2015,38005,ND,Benson County,0,Farming,0,0,0,1,1
2015,38007,ND,Billings County,0,Farming,0,0,0,0,0
2015,38009,ND,Bottineau County,0,Farming,0,0,0,0,0
2015,38011,ND,Bowman County,0,Mining,0,0,0,0,0
2015,38013,ND,Burke County,0,Federal/State Government,0,0,0,0,0
2015,38015,ND,Burleigh County,1,Federal/State Government,0,0,0,0,0
2015,38017,ND,Cass County,1,Nonspecialized,0,0,0,0,0
2015,38019,ND,Cavalier County,0,Farming,0,0,0,0,0
2015,38021,ND,Dickey County,0,Farming,0,0,0,0,0
2015,38023,ND,Divide County,0,Farming,0,0,0,0,0
2015,38025,ND,Dunn County,0,Mining,0,0,0,0,0
2015,38027,ND,Eddy County,0,Farming,0,0,0,0,0
2015,38029,ND,Emmons County,0,Farming,0,0,0,0,0
2015,38031,ND,Foster County,0,Farming,0,0,0,0,0
2015,38033,ND,Golden Valley County,0,Farming,0,0,0,0,0
2015,38035,ND,Grand Forks County,1,Federal/State Government,0,0,0,0,0
2015,38037,ND,Grant County,0,Farming,0,0,0,0,0
2015,38039,ND,Griggs County,0,Farming,0,0,0,0,0
2015,38041,ND,Hettinger County,0,Farming,0,0,0,0,0
2015,38043,ND,Kidder County,0,Farming,0,0,0,0,1
2015,38045,ND,LaMoure County,0,Farming,0,0,0,0,0
2015,38047,ND,Logan County,0,Farming,0,0,0,0,0
2015,38049,ND,McHenry County,0,Farming,0,0,0,0,0
2015,38051,ND,McIntosh County,0,Farming,0,0,0,0,0
2015,38053,ND,McKenzie County,0,Mining,0,0,0,0,0
2015,38055,ND,McLean County,0,Farming,0,0,0,0,0
2015,38057,ND,Mercer County,0,Mining,0,0,0,0,0
2015,38059,ND,Morton County,1,Nonspecialized,0,0,0,0,0
2015,38061,ND,Mountrail County,0,Mining,0,0,0,0,1
2015,38063,ND,Nelson County,0,Farming,0,0,0,0,0
2015,38065,ND,Oliver County,1,Farming,0,0,0,0,0
2015,38067,ND,Pembina County,0,Farming,0,0,0,0,0
2015,38069,ND,Pierce County,0,Farming,0,0,0,0,0
2015,38071,ND,Ramsey County,0,Federal/State Government,0,0,0,0,0
2015,38073,ND,Ransom County,0,Farming,0,0,0,0,0
2015,38075,ND,Renville County,0,Farming,0,0,0,0,0
2015,38077,ND,Richland County,0,Farming,0,0,0,0,0
2015,38079,ND,Rolette County,0,Federal/State Government,0,1,0,1,1
2015,38081,ND,Sargent County,0,Manufacturing,0,0,0,0,0
2015,38083,ND,Sheridan County,0,Farming,0,0,0,0,1
2015,38085,ND,Sioux County,1,Federal/State Government,0,1,0,1,1
2015,38087,ND,Slope County,0,Farming,0,0,0,0,0
2015,38089,ND,Stark County,0,Mining,0,0,0,0,0
2015,38091,ND,Steele County,0,Farming,0,0,0,0,0
2015,38093,ND,Stutsman County,0,Nonspecialized,0,0,0,0,0
2015,38095,ND,Towner County,0,Farming,0,0,0,0,0
2015,38097,ND,Traill County,0,Farming,0,0,0,0,0
2015,38099,ND,Walsh County,0,Farming,0,0,0,0,0
2015,38101,ND,Ward County,0,Nonspecialized,0,0,0,0,0
2015,38103,ND,Wells County,0,Farming,0,0,0,0,0
2015,38105,ND,Williams County,0,Mining,0,0,0,0,0
2015,39001,OH,Adams County,0,Nonspecialized,0,1,0,0,1
2015,39003,OH,Allen County,1,Nonspecialized,0,0,0,0,0
2015,39005,OH,Ashland County,0,Nonspecialized,0,0,0,0,0
2015,39007,OH,Ashtabula County,0,Manufacturing,0,0,0,0,0
2015,39009,OH,Athens County,0,Federal/State Government,0,1,0,1,1
2015,39011,OH,Auglaize County,0,Manufacturing,0,0,0,0,0
2015,39013,OH,Belmont County,1,Mining,0,0,0,0,0
2015,39015,OH,Brown County,1,Nonspecialized,0,0,1,0,0
2015,39017,OH,Butler County,1,Nonspecialized,0,0,0,0,0
2015,39019,OH,Carroll County,1,Nonspecialized,0,0,0,0,0
2015,39021,OH,Champaign County,0,Manufacturing,0,0,0,0,0
2015,39023,OH,Clark County,1,Nonspecialized,0,0,0,0,0
2015,39025,OH,Clermont County,1,Nonspecialized,0,0,0,0,0
2015,39027,OH,Clinton County,0,Nonspecialized,0,0,0,0,0
2015,39029,OH,Columbiana County,0,Nonspecialized,0,0,0,0,0
2015,39031,OH,Coshocton County,0,Manufacturing,0,0,0,0,0
2015,39033,OH,Crawford County,0,Manufacturing,0,0,0,0,0
2015,39035,OH,Cuyahoga County,1,Nonspecialized,0,0,0,0,0
2015,39037,OH,Darke County,0,Manufacturing,0,0,0,0,0
2015,39039,OH,Defiance County,0,Manufacturing,0,0,0,0,0
2015,39041,OH,Delaware County,1,Nonspecialized,0,0,1,0,0
2015,39043,OH,Erie County,0,Recreation,0,0,0,0,0
2015,39045,OH,Fairfield County,1,Nonspecialized,0,0,0,0,0
2015,39047,OH,Fayette County,0,Nonspecialized,0,0,0,0,0
2015,39049,OH,Franklin County,1,Federal/State Government,0,0,0,0,0
2015,39051,OH,Fulton County,1,Manufacturing,0,0,0,0,0
2015,39053,OH,Gallia County,0,Nonspecialized,0,1,0,0,0
2015,39055,OH,Geauga County,1,Manufacturing,0,0,0,0,0
2015,39057,OH,Greene County,1,Federal/State Government,0,0,0,0,0
2015,39059,OH,Guernsey County,0,Nonspecialized,0,0,0,0,0
2015,39061,OH,Hamilton County,1,Nonspecialized,0,0,0,0,0
2015,39063,OH,Hancock County,0,Manufacturing,0,0,0,0,0
2015,39065,OH,Hardin County,0,Nonspecialized,0,0,0,0,0
2015,39067,OH,Harrison County,0,Mining,0,0,0,0,0
2015,39069,OH,Henry County,0,Manufacturing,0,0,0,0,0
2015,39071,OH,Highland County,0,Nonspecialized,0,0,0,0,0
2015,39073,OH,Hocking County,1,Recreation,0,0,0,0,0
2015,39075,OH,Holmes County,0,Manufacturing,1,0,0,0,0
2015,39077,OH,Huron County,0,Manufacturing,0,0,0,0,0
2015,39079,OH,Jackson County,0,Manufacturing,0,1,0,0,1
2015,39081,OH,Jefferson County,1,Nonspecialized,0,0,0,0,0
2015,39083,OH,Knox County,0,Manufacturing,0,0,0,0,0
2015,39085,OH,Lake County,1,Manufacturing,0,0,0,0,0
2015,39087,OH,Lawrence County,1,Nonspecialized,0,1,0,0,0
2015,39089,OH,Licking County,1,Nonspecialized,0,0,0,0,0
2015,39091,OH,Logan County,0,Manufacturing,0,0,0,0,0
2015,39093,OH,Lorain County,1,Manufacturing,0,0,0,0,0
2015,39095,OH,Lucas County,1,Nonspecialized,0,0,0,0,0
2015,39097,OH,Madison County,1,Nonspecialized,0,1,0,0,0
2015,39099,OH,Mahoning County,1,Nonspecialized,0,0,0,0,0
2015,39101,OH,Marion County,0,Manufacturing,0,1,0,0,0
2015,39103,OH,Medina County,1,Nonspecialized,0,0,0,0,0
2015,39105,OH,Meigs County,0,Nonspecialized,0,1,0,0,0
2015,39107,OH,Mercer County,0,Manufacturing,0,0,0,0,0
2015,39109,OH,Miami County,1,Manufacturing,0,0,0,0,0
2015,39111,OH,Monroe County,0,Manufacturing,0,1,0,0,0
2015,39113,OH,Montgomery County,1,Nonspecialized,0,0,0,0,0
2015,39115,OH,Morgan County,0,Nonspecialized,0,1,0,0,0
2015,39117,OH,Morrow County,1,Nonspecialized,0,0,0,0,0
2015,39119,OH,Muskingum County,0,Nonspecialized,0,0,0,0,0
2015,39121,OH,Noble County,0,Federal/State Government,0,1,1,0,0
2015,39123,OH,Ottawa County,0,Recreation,0,0,0,0,0
2015,39125,OH,Paulding County,0,Manufacturing,0,0,0,0,0
2015,39127,OH,Perry County,1,Nonspecialized,0,0,0,0,0
2015,39129,OH,Pickaway County,1,Nonspecialized,0,0,0,0,0
2015,39131,OH,Pike County,0,Manufacturing,0,1,0,0,1
2015,39133,OH,Portage County,1,Federal/State Government,0,0,0,0,0
2015,39135,OH,Preble County,0,Manufacturing,0,0,0,0,0
2015,39137,OH,Putnam County,0,Manufacturing,0,0,0,0,0
2015,39139,OH,Richland County,1,Nonspecialized,0,0,0,0,0
2015,39141,OH,Ross County,0,Federal/State Government,0,1,0,0,0
2015,39143,OH,Sandusky County,0,Manufacturing,0,0,0,0,0
2015,39145,OH,Scioto County,0,Nonspecialized,0,1,0,0,1
2015,39147,OH,Seneca County,0,Nonspecialized,0,0,0,0,0
2015,39149,OH,Shelby County,0,Manufacturing,0,0,0,0,0
2015,39151,OH,Stark County,1,Nonspecialized,0,0,0,0,0
2015,39153,OH,Summit County,1,Nonspecialized,0,0,0,0,0
2015,39155,OH,Trumbull County,1,Manufacturing,0,0,0,0,0
2015,39157,OH,Tuscarawas County,0,Manufacturing,0,0,0,0,0
2015,39159,OH,Union County,1,Manufacturing,0,0,0,0,0
2015,39161,OH,Van Wert County,0,Manufacturing,0,0,0,0,0
2015,39163,OH,Vinton County,0,Nonspecialized,1,1,0,0,1
2015,39165,OH,Warren County,1,Nonspecialized,0,0,1,0,0
2015,39167,OH,Washington County,0,Nonspecialized,0,0,0,0,0
2015,39169,OH,Wayne County,0,Manufacturing,0,0,0,0,0
2015,39171,OH,Williams County,0,Manufacturing,0,0,0,0,0
2015,39173,OH,Wood County,1,Manufacturing,0,0,0,0,0
2015,39175,OH,Wyandot County,0,Manufacturing,0,0,0,0,0
2015,40001,OK,Adair County,0,Manufacturing,0,1,0,1,1
2015,40003,OK,Alfalfa County,0,Farming,0,1,0,0,0
2015,40005,OK,Atoka County,0,Farming,0,1,0,0,1
2015,40007,OK,Beaver County,0,Farming,0,0,0,0,0
2015,40009,OK,Beckham County,0,Mining,0,0,0,0,0
2015,40011,OK,Blaine County,0,Mining,0,1,0,0,0
2015,40013,OK,Bryan County,0,Nonspecialized,0,0,1,0,1
2015,40015,OK,Caddo County,0,Nonspecialized,0,1,0,1,1
2015,40017,OK,Canadian County,1,Nonspecialized,0,0,0,0,0
2015,40019,OK,Carter County,0,Mining,0,0,0,0,0
2015,40021,OK,Cherokee County,0,Nonspecialized,0,1,0,1,1
2015,40023,OK,Choctaw County,0,Nonspecialized,0,1,0,1,1
2015,40025,OK,Cimarron County,0,Farming,1,0,0,0,0
2015,40027,OK,Cleveland County,1,Federal/State Government,0,0,0,0,0
2015,40029,OK,Coal County,0,Farming,0,0,0,1,1
2015,40031,OK,Comanche County,1,Federal/State Government,0,0,0,0,0
2015,40033,OK,Cotton County,1,Farming,0,0,0,0,0
2015,40035,OK,Craig County,0,Federal/State Government,0,1,0,0,0
2015,40037,OK,Creek County,1,Nonspecialized,0,0,0,0,0
2015,40039,OK,Custer County,0,Mining,0,0,0,0,0
2015,40041,OK,Delaware County,0,Recreation,0,1,1,0,1
2015,40043,OK,Dewey County,0,Mining,0,0,0,0,0
2015,40045,OK,Ellis County,0,Mining,0,0,0,0,0
2015,40047,OK,Garfield County,0,Nonspecialized,0,0,0,0,0
2015,40049,OK,Garvin County,0,Mining,0,0,0,0,0
2015,40051,OK,Grady County,1,Nonspecialized,0,0,0,0,0
2015,40053,OK,Grant County,0,Farming,0,0,0,0,0
2015,40055,OK,Greer County,0,Federal/State Government,0,1,0,0,0
2015,40057,OK,Harmon County,0,Farming,1,1,0,1,1
2015,40059,OK,Harper County,0,Farming,0,0,0,0,0
2015,40061,OK,Haskell County,0,Mining,0,1,0,0,0
2015,40063,OK,Hughes County,0,Farming,0,1,0,1,1
2015,40065,OK,Jackson County,0,Federal/State Government,0,0,0,0,1
2015,40067,OK,Jefferson County,0,Farming,0,0,0,0,1
2015,40069,OK,Johnston County,0,Nonspecialized,0,1,0,1,1
2015,40071,OK,Kay County,0,Nonspecialized,0,0,0,0,0
2015,40073,OK,Kingfisher County,0,Mining,0,0,0,0,0
2015,40075,OK,Kiowa County,0,Nonspecialized,0,0,0,0,1
2015,40077,OK,Latimer County,0,Mining,0,1,0,0,0
2015,40079,OK,Le Flore County,1,Nonspecialized,0,1,0,0,1
2015,40081,OK,Lincoln County,1,Nonspecialized,0,0,0,0,0
2015,40083,OK,Logan County,1,Mining,0,0,0,0,0
2015,40085,OK,Love County,0,Nonspecialized,0,0,0,0,0
2015,40087,OK,McClain County,1,Nonspecialized,0,0,0,0,0
2015,40089,OK,McCurtain County,0,Nonspecialized,0,1,0,1,1
2015,40091,OK,McIntosh County,0,Recreation,0,1,0,0,1
2015,40093,OK,Major County,0,Mining,0,0,0,0,0
2015,40095,OK,Marshall County,0,Manufacturing,0,0,1,0,1
2015,40097,OK,Mayes County,0,Manufacturing,0,0,0,0,0
2015,40099,OK,Murray County,0,Nonspecialized,0,0,0,0,0
2015,40101,OK,Muskogee County,0,Federal/State Government,0,1,0,0,1
2015,40103,OK,Noble County,0,Manufacturing,0,0,0,0,0
2015,40105,OK,Nowata County,0,Farming,0,0,0,0,0
2015,40107,OK,Okfuskee County,0,Farming,0,1,0,1,1
2015,40109,OK,Oklahoma County,1,Mining,0,0,0,0,0
2015,40111,OK,Okmulgee County,1,Nonspecialized,0,1,0,0,1
2015,40113,OK,Osage County,1,Mining,0,0,0,0,0
2015,40115,OK,Ottawa County,0,Nonspecialized,0,0,0,0,1
2015,40117,OK,Pawnee County,1,Mining,0,0,0,0,0
2015,40119,OK,Payne County,0,Federal/State Government,0,0,0,0,0
2015,40121,OK,Pittsburg County,0,Federal/State Government,0,1,0,0,0
2015,40123,OK,Pontotoc County,0,Nonspecialized,0,0,0,0,0
2015,40125,OK,Pottawatomie County,0,Nonspecialized,0,0,0,0,0
2015,40127,OK,Pushmataha County,0,Nonspecialized,0,1,0,1,1
2015,40129,OK,Roger Mills County,0,Mining,0,0,0,0,0
2015,40131,OK,Rogers County,1,Nonspecialized,0,0,1,0,0
