Year,FIPS,State,County_Name,Description
2003,32017,NV,Lincoln County,Noncore adjacent to a large metro area
2003,32019,NV,Lyon County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,32021,NV,Mineral County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,32023,NV,Nye County,Micropolitan adjacent to a large metro area
2003,32027,NV,Pershing County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,32029,NV,Storey County,Small-in a metro area with fewer than 1 million residents
2003,32031,NV,Washoe County,Small-in a metro area with fewer than 1 million residents
2003,32033,NV,White Pine County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,32510,NV,Carson City,Small-in a metro area with fewer than 1 million residents
2003,33001,NH,Belknap County,Micropolitan adjacent to a large metro area
2003,33003,NH,Carroll County,Noncore adjacent to a large metro area
2003,33005,NH,Cheshire County,Micropolitan area adjacent to a small metro area
2003,33007,NH,Coos County,Micropolitan not adjacent to a metro area
2003,33009,NH,Grafton County,Micropolitan not adjacent to a metro area
2003,33011,NH,Hillsborough County,Small-in a metro area with fewer than 1 million residents
2003,33013,NH,Merrimack County,Micropolitan area adjacent to a small metro area
2003,33015,NH,Rockingham County,Large-in a metro area with at least 1 million residents or more
2003,33017,NH,Strafford County,Large-in a metro area with at least 1 million residents or more
2003,33019,NH,Sullivan County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,34001,NJ,Atlantic County,Small-in a metro area with fewer than 1 million residents
2003,34003,NJ,Bergen County,Large-in a metro area with at least 1 million residents or more
2003,34005,NJ,Burlington County,Large-in a metro area with at least 1 million residents or more
2003,34007,NJ,Camden County,Large-in a metro area with at least 1 million residents or more
2003,34009,NJ,Cape May County,Small-in a metro area with fewer than 1 million residents
2003,34011,NJ,Cumberland County,Small-in a metro area with fewer than 1 million residents
2003,34013,NJ,Essex County,Large-in a metro area with at least 1 million residents or more
2003,34015,NJ,Gloucester County,Large-in a metro area with at least 1 million residents or more
2003,34017,NJ,Hudson County,Large-in a metro area with at least 1 million residents or more
2003,34019,NJ,Hunterdon County,Large-in a metro area with at least 1 million residents or more
2003,34021,NJ,Mercer County,Small-in a metro area with fewer than 1 million residents
2003,34023,NJ,Middlesex County,Large-in a metro area with at least 1 million residents or more
2003,34025,NJ,Monmouth County,Large-in a metro area with at least 1 million residents or more
2003,34027,NJ,Morris County,Large-in a metro area with at least 1 million residents or more
2003,34029,NJ,Ocean County,Large-in a metro area with at least 1 million residents or more
2003,34031,NJ,Passaic County,Large-in a metro area with at least 1 million residents or more
2003,34033,NJ,Salem County,Large-in a metro area with at least 1 million residents or more
2003,34035,NJ,Somerset County,Large-in a metro area with at least 1 million residents or more
2003,34037,NJ,Sussex County,Large-in a metro area with at least 1 million residents or more
2003,34039,NJ,Union County,Large-in a metro area with at least 1 million residents or more
2003,34041,NJ,Warren County,Small-in a metro area with fewer than 1 million residents
2003,35001,NM,Bernalillo County,Small-in a metro area with fewer than 1 million residents
2003,35003,NM,Catron County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,35005,NM,Chaves County,Micropolitan not adjacent to a metro area
2003,35006,NM,Cibola County,Micropolitan area adjacent to a small metro area
2003,35007,NM,Colfax County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents"
2003,35009,NM,Curry County,Micropolitan not adjacent to a metro area
2003,35011,NM,De Baca County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,35013,NM,Dona Ana County,Small-in a metro area with fewer than 1 million residents
2003,35015,NM,Eddy County,Micropolitan not adjacent to a metro area
2003,35017,NM,Grant County,Micropolitan not adjacent to a metro area
2003,35019,NM,Guadalupe County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,35021,NM,Harding County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,35023,NM,Hidalgo County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,35025,NM,Lea County,Micropolitan not adjacent to a metro area
2003,35027,NM,Lincoln County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,35028,NM,Los Alamos County,Micropolitan area adjacent to a small metro area
2003,35029,NM,Luna County,Micropolitan area adjacent to a small metro area
2003,35031,NM,McKinley County,Micropolitan area adjacent to a small metro area
2003,35033,NM,Mora County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,35035,NM,Otero County,Micropolitan area adjacent to a small metro area
2003,35037,NM,Quay County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,35039,NM,Rio Arriba County,Micropolitan area adjacent to a small metro area
2003,35041,NM,Roosevelt County,Micropolitan not adjacent to a metro area
2003,35043,NM,Sandoval County,Small-in a metro area with fewer than 1 million residents
2003,35045,NM,San Juan County,Small-in a metro area with fewer than 1 million residents
2003,35047,NM,San Miguel County,Micropolitan area adjacent to a small metro area
2003,35049,NM,Santa Fe County,Small-in a metro area with fewer than 1 million residents
2003,35051,NM,Sierra County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,35053,NM,Socorro County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,35055,NM,Taos County,Micropolitan not adjacent to a metro area
2003,35057,NM,Torrance County,Small-in a metro area with fewer than 1 million residents
2003,35059,NM,Union County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents"
2003,35061,NM,Valencia County,Small-in a metro area with fewer than 1 million residents
2003,36001,NY,Albany County,Small-in a metro area with fewer than 1 million residents
2003,36003,NY,Allegany County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,36005,NY,Bronx County,Large-in a metro area with at least 1 million residents or more
2003,36007,NY,Broome County,Small-in a metro area with fewer than 1 million residents
2003,36009,NY,Cattaraugus County,Micropolitan adjacent to a large metro area
2003,36011,NY,Cayuga County,Micropolitan area adjacent to a small metro area
2003,36013,NY,Chautauqua County,Micropolitan adjacent to a large metro area
2003,36015,NY,Chemung County,Small-in a metro area with fewer than 1 million residents
2003,36017,NY,Chenango County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,36019,NY,Clinton County,Micropolitan not adjacent to a metro area
2003,36021,NY,Columbia County,Micropolitan area adjacent to a small metro area
2003,36023,NY,Cortland County,Micropolitan area adjacent to a small metro area
2003,36025,NY,Delaware County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,36027,NY,Dutchess County,Small-in a metro area with fewer than 1 million residents
2003,36029,NY,Erie County,Large-in a metro area with at least 1 million residents or more
2003,36031,NY,Essex County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,36033,NY,Franklin County,Micropolitan not adjacent to a metro area
2003,36035,NY,Fulton County,Micropolitan area adjacent to a small metro area
2003,36037,NY,Genesee County,Micropolitan adjacent to a large metro area
2003,36039,NY,Greene County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,36041,NY,Hamilton County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,36043,NY,Herkimer County,Small-in a metro area with fewer than 1 million residents
2003,36045,NY,Jefferson County,Micropolitan area adjacent to a small metro area
2003,36047,NY,Kings County,Large-in a metro area with at least 1 million residents or more
2003,36049,NY,Lewis County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,36051,NY,Livingston County,Large-in a metro area with at least 1 million residents or more
2003,36053,NY,Madison County,Small-in a metro area with fewer than 1 million residents
2003,36055,NY,Monroe County,Large-in a metro area with at least 1 million residents or more
2003,36057,NY,Montgomery County,Micropolitan area adjacent to a small metro area
2003,36059,NY,Nassau County,Large-in a metro area with at least 1 million residents or more
2003,36061,NY,New York County,Large-in a metro area with at least 1 million residents or more
2003,36063,NY,Niagara County,Large-in a metro area with at least 1 million residents or more
2003,36065,NY,Oneida County,Small-in a metro area with fewer than 1 million residents
2003,36067,NY,Onondaga County,Small-in a metro area with fewer than 1 million residents
2003,36069,NY,Ontario County,Large-in a metro area with at least 1 million residents or more
2003,36071,NY,Orange County,Small-in a metro area with fewer than 1 million residents
2003,36073,NY,Orleans County,Large-in a metro area with at least 1 million residents or more
2003,36075,NY,Oswego County,Small-in a metro area with fewer than 1 million residents
2003,36077,NY,Otsego County,Micropolitan area adjacent to a small metro area
2003,36079,NY,Putnam County,Large-in a metro area with at least 1 million residents or more
2003,36081,NY,Queens County,Large-in a metro area with at least 1 million residents or more
2003,36083,NY,Rensselaer County,Small-in a metro area with fewer than 1 million residents
2003,36085,NY,Richmond County,Large-in a metro area with at least 1 million residents or more
2003,36087,NY,Rockland County,Large-in a metro area with at least 1 million residents or more
2003,36089,NY,St. Lawrence County,Micropolitan not adjacent to a metro area
2003,36091,NY,Saratoga County,Small-in a metro area with fewer than 1 million residents
2003,36093,NY,Schenectady County,Small-in a metro area with fewer than 1 million residents
2003,36095,NY,Schoharie County,Small-in a metro area with fewer than 1 million residents
2003,36097,NY,Schuyler County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,36099,NY,Seneca County,Micropolitan adjacent to a large metro area
2003,36101,NY,Steuben County,Micropolitan area adjacent to a small metro area
2003,36103,NY,Suffolk County,Large-in a metro area with at least 1 million residents or more
2003,36105,NY,Sullivan County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,36107,NY,Tioga County,Small-in a metro area with fewer than 1 million residents
2003,36109,NY,Tompkins County,Small-in a metro area with fewer than 1 million residents
2003,36111,NY,Ulster County,Small-in a metro area with fewer than 1 million residents
2003,36113,NY,Warren County,Small-in a metro area with fewer than 1 million residents
2003,36115,NY,Washington County,Small-in a metro area with fewer than 1 million residents
2003,36117,NY,Wayne County,Large-in a metro area with at least 1 million residents or more
2003,36119,NY,Westchester County,Large-in a metro area with at least 1 million residents or more
2003,36121,NY,Wyoming County,Noncore adjacent to a large metro area
2003,36123,NY,Yates County,Noncore adjacent to a large metro area
2003,37001,NC,Alamance County,Small-in a metro area with fewer than 1 million residents
2003,37003,NC,Alexander County,Small-in a metro area with fewer than 1 million residents
2003,37005,NC,Alleghany County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,37007,NC,Anson County,Large-in a metro area with at least 1 million residents or more
2003,37009,NC,Ashe County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,37011,NC,Avery County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,37013,NC,Beaufort County,Micropolitan area adjacent to a small metro area
2003,37015,NC,Bertie County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,37017,NC,Bladen County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,37019,NC,Brunswick County,Small-in a metro area with fewer than 1 million residents
2003,37021,NC,Buncombe County,Small-in a metro area with fewer than 1 million residents
2003,37023,NC,Burke County,Small-in a metro area with fewer than 1 million residents
2003,37025,NC,Cabarrus County,Large-in a metro area with at least 1 million residents or more
2003,37027,NC,Caldwell County,Small-in a metro area with fewer than 1 million residents
2003,37029,NC,Camden County,Micropolitan adjacent to a large metro area
2003,37031,NC,Carteret County,Micropolitan area adjacent to a small metro area
2003,37033,NC,Caswell County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,37035,NC,Catawba County,Small-in a metro area with fewer than 1 million residents
2003,37037,NC,Chatham County,Small-in a metro area with fewer than 1 million residents
2003,37039,NC,Cherokee County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,37041,NC,Chowan County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,37043,NC,Clay County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,37045,NC,Cleveland County,Micropolitan adjacent to a large metro area
2003,37047,NC,Columbus County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,37049,NC,Craven County,Micropolitan not adjacent to a metro area
2003,37051,NC,Cumberland County,Small-in a metro area with fewer than 1 million residents
2003,37053,NC,Currituck County,Large-in a metro area with at least 1 million residents or more
2003,37055,NC,Dare County,Micropolitan not adjacent to a metro area
2003,37057,NC,Davidson County,Micropolitan area adjacent to a small metro area
2003,37059,NC,Davie County,Small-in a metro area with fewer than 1 million residents
2003,37061,NC,Duplin County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,37063,NC,Durham County,Small-in a metro area with fewer than 1 million residents
2003,37065,NC,Edgecombe County,Small-in a metro area with fewer than 1 million residents
2003,37067,NC,Forsyth County,Small-in a metro area with fewer than 1 million residents
2003,37069,NC,Franklin County,Small-in a metro area with fewer than 1 million residents
2003,37071,NC,Gaston County,Large-in a metro area with at least 1 million residents or more
2003,37073,NC,Gates County,Noncore adjacent to a large metro area
2003,37075,NC,Graham County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,37077,NC,Granville County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,37079,NC,Greene County,Small-in a metro area with fewer than 1 million residents
2003,37081,NC,Guilford County,Small-in a metro area with fewer than 1 million residents
2003,37083,NC,Halifax County,Micropolitan area adjacent to a small metro area
2003,37085,NC,Harnett County,Micropolitan area adjacent to a small metro area
2003,37087,NC,Haywood County,Small-in a metro area with fewer than 1 million residents
2003,37089,NC,Henderson County,Small-in a metro area with fewer than 1 million residents
2003,37091,NC,Hertford County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents"
2003,37093,NC,Hoke County,Small-in a metro area with fewer than 1 million residents
2003,37095,NC,Hyde County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,37097,NC,Iredell County,Micropolitan adjacent to a large metro area
2003,37099,NC,Jackson County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,37101,NC,Johnston County,Small-in a metro area with fewer than 1 million residents
2003,37103,NC,Jones County,Micropolitan area adjacent to a small metro area
2003,37105,NC,Lee County,Micropolitan area adjacent to a small metro area
2003,37107,NC,Lenoir County,Micropolitan area adjacent to a small metro area
2003,37109,NC,Lincoln County,Micropolitan adjacent to a large metro area
2003,37111,NC,McDowell County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,37113,NC,Macon County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents"
2003,37115,NC,Madison County,Small-in a metro area with fewer than 1 million residents
2003,37117,NC,Martin County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,37119,NC,Mecklenburg County,Large-in a metro area with at least 1 million residents or more
2003,37121,NC,Mitchell County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,37123,NC,Montgomery County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,37125,NC,Moore County,Micropolitan area adjacent to a small metro area
2003,37127,NC,Nash County,Small-in a metro area with fewer than 1 million residents
2003,37129,NC,New Hanover County,Small-in a metro area with fewer than 1 million residents
2003,37131,NC,Northampton County,Micropolitan not adjacent to a metro area
2003,37133,NC,Onslow County,Small-in a metro area with fewer than 1 million residents
2003,37135,NC,Orange County,Small-in a metro area with fewer than 1 million residents
2003,37137,NC,Pamlico County,Micropolitan not adjacent to a metro area
2003,37139,NC,Pasquotank County,Micropolitan not adjacent to a metro area
2003,37141,NC,Pender County,Small-in a metro area with fewer than 1 million residents
2003,37143,NC,Perquimans County,Micropolitan not adjacent to a metro area
2003,37145,NC,Person County,Small-in a metro area with fewer than 1 million residents
2003,37147,NC,Pitt County,Small-in a metro area with fewer than 1 million residents
2003,37149,NC,Polk County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,37151,NC,Randolph County,Small-in a metro area with fewer than 1 million residents
2003,37153,NC,Richmond County,Micropolitan area adjacent to a small metro area
2003,37155,NC,Robeson County,Micropolitan area adjacent to a small metro area
2003,37157,NC,Rockingham County,Small-in a metro area with fewer than 1 million residents
2003,37159,NC,Rowan County,Micropolitan adjacent to a large metro area
2003,37161,NC,Rutherford County,Micropolitan area adjacent to a small metro area
2003,37163,NC,Sampson County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,37165,NC,Scotland County,Micropolitan area adjacent to a small metro area
2003,37167,NC,Stanly County,Micropolitan adjacent to a large metro area
2003,37169,NC,Stokes County,Small-in a metro area with fewer than 1 million residents
2003,37171,NC,Surry County,Micropolitan area adjacent to a small metro area
2003,37173,NC,Swain County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,37175,NC,Transylvania County,Micropolitan area adjacent to a small metro area
2003,37177,NC,Tyrrell County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,37179,NC,Union County,Large-in a metro area with at least 1 million residents or more
2003,37181,NC,Vance County,Micropolitan area adjacent to a small metro area
2003,37183,NC,Wake County,Small-in a metro area with fewer than 1 million residents
2003,37185,NC,Warren County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,37187,NC,Washington County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,37189,NC,Watauga County,Micropolitan area adjacent to a small metro area
2003,37191,NC,Wayne County,Small-in a metro area with fewer than 1 million residents
2003,37193,NC,Wilkes County,Micropolitan area adjacent to a small metro area
2003,37195,NC,Wilson County,Micropolitan area adjacent to a small metro area
2003,37197,NC,Yadkin County,Small-in a metro area with fewer than 1 million residents
2003,37199,NC,Yancey County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38001,ND,Adams County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38003,ND,Barnes County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,38005,ND,Benson County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38007,ND,Billings County,Micropolitan not adjacent to a metro area
2003,38009,ND,Bottineau County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38011,ND,Bowman County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38013,ND,Burke County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38015,ND,Burleigh County,Small-in a metro area with fewer than 1 million residents
2003,38017,ND,Cass County,Small-in a metro area with fewer than 1 million residents
2003,38019,ND,Cavalier County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38021,ND,Dickey County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38023,ND,Divide County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38025,ND,Dunn County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38027,ND,Eddy County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38029,ND,Emmons County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38031,ND,Foster County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38033,ND,Golden Valley County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38035,ND,Grand Forks County,Small-in a metro area with fewer than 1 million residents
2003,38037,ND,Grant County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38039,ND,Griggs County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38041,ND,Hettinger County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38043,ND,Kidder County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38045,ND,LaMoure County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38047,ND,Logan County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38049,ND,McHenry County,Micropolitan not adjacent to a metro area
2003,38051,ND,McIntosh County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38053,ND,McKenzie County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38055,ND,McLean County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38057,ND,Mercer County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,38059,ND,Morton County,Small-in a metro area with fewer than 1 million residents
2003,38061,ND,Mountrail County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38063,ND,Nelson County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38065,ND,Oliver County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38067,ND,Pembina County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38069,ND,Pierce County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents"
2003,38071,ND,Ramsey County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents"
2003,38073,ND,Ransom County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38075,ND,Renville County,Micropolitan not adjacent to a metro area
2003,38077,ND,Richland County,Micropolitan area adjacent to a small metro area
2003,38079,ND,Rolette County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38081,ND,Sargent County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38083,ND,Sheridan County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38085,ND,Sioux County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38087,ND,Slope County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
2003,38089,ND,Stark County,Micropolitan not adjacent to a metro area
2003,38091,ND,Steele County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38093,ND,Stutsman County,Micropolitan not adjacent to a metro area
2003,38095,ND,Towner County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38097,ND,Traill County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,38099,ND,Walsh County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,38101,ND,Ward County,Micropolitan not adjacent to a metro area
2003,38103,ND,Wells County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents"
2003,38105,ND,Williams County,Micropolitan not adjacent to a metro area
2003,39001,OH,Adams County,Noncore adjacent to a large metro area
2003,39003,OH,Allen County,Small-in a metro area with fewer than 1 million residents
2003,39005,OH,Ashland County,Micropolitan area adjacent to a small metro area
2003,39007,OH,Ashtabula County,Micropolitan adjacent to a large metro area
2003,39009,OH,Athens County,Micropolitan area adjacent to a small metro area
2003,39011,OH,Auglaize County,Micropolitan area adjacent to a small metro area
2003,39013,OH,Belmont County,Small-in a metro area with fewer than 1 million residents
2003,39015,OH,Brown County,Large-in a metro area with at least 1 million residents or more
2003,39017,OH,Butler County,Large-in a metro area with at least 1 million residents or more
2003,39019,OH,Carroll County,Small-in a metro area with fewer than 1 million residents
2003,39021,OH,Champaign County,Micropolitan area adjacent to a small metro area
2003,39023,OH,Clark County,Small-in a metro area with fewer than 1 million residents
2003,39025,OH,Clermont County,Large-in a metro area with at least 1 million residents or more
2003,39027,OH,Clinton County,Micropolitan adjacent to a large metro area
2003,39029,OH,Columbiana County,Micropolitan area adjacent to a small metro area
2003,39031,OH,Coshocton County,Micropolitan adjacent to a large metro area
2003,39033,OH,Crawford County,Micropolitan area adjacent to a small metro area
2003,39035,OH,Cuyahoga County,Large-in a metro area with at least 1 million residents or more
2003,39037,OH,Darke County,Micropolitan area adjacent to a small metro area
2003,39039,OH,Defiance County,Micropolitan area adjacent to a small metro area
2003,39041,OH,Delaware County,Large-in a metro area with at least 1 million residents or more
2003,39043,OH,Erie County,Small-in a metro area with fewer than 1 million residents
2003,39045,OH,Fairfield County,Large-in a metro area with at least 1 million residents or more
2003,39047,OH,Fayette County,Micropolitan adjacent to a large metro area
2003,39049,OH,Franklin County,Large-in a metro area with at least 1 million residents or more
2003,39051,OH,Fulton County,Small-in a metro area with fewer than 1 million residents
2003,39053,OH,Gallia County,Micropolitan area adjacent to a small metro area
2003,39055,OH,Geauga County,Large-in a metro area with at least 1 million residents or more
2003,39057,OH,Greene County,Small-in a metro area with fewer than 1 million residents
2003,39059,OH,Guernsey County,Micropolitan area adjacent to a small metro area
2003,39061,OH,Hamilton County,Large-in a metro area with at least 1 million residents or more
2003,39063,OH,Hancock County,Micropolitan area adjacent to a small metro area
2003,39065,OH,Hardin County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,39067,OH,Harrison County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,39069,OH,Henry County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,39071,OH,Highland County,Noncore adjacent to a large metro area
2003,39073,OH,Hocking County,Noncore adjacent to a large metro area
2003,39075,OH,Holmes County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,39077,OH,Huron County,Micropolitan area adjacent to a small metro area
2003,39079,OH,Jackson County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,39081,OH,Jefferson County,Small-in a metro area with fewer than 1 million residents
2003,39083,OH,Knox County,Micropolitan adjacent to a large metro area
2003,39085,OH,Lake County,Large-in a metro area with at least 1 million residents or more
2003,39087,OH,Lawrence County,Small-in a metro area with fewer than 1 million residents
2003,39089,OH,Licking County,Large-in a metro area with at least 1 million residents or more
2003,39091,OH,Logan County,Micropolitan adjacent to a large metro area
2003,39093,OH,Lorain County,Large-in a metro area with at least 1 million residents or more
2003,39095,OH,Lucas County,Small-in a metro area with fewer than 1 million residents
2003,39097,OH,Madison County,Large-in a metro area with at least 1 million residents or more
2003,39099,OH,Mahoning County,Small-in a metro area with fewer than 1 million residents
2003,39101,OH,Marion County,Micropolitan adjacent to a large metro area
2003,39103,OH,Medina County,Large-in a metro area with at least 1 million residents or more
2003,39105,OH,Meigs County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,39107,OH,Mercer County,Micropolitan not adjacent to a metro area
2003,39109,OH,Miami County,Small-in a metro area with fewer than 1 million residents
2003,39111,OH,Monroe County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,39113,OH,Montgomery County,Small-in a metro area with fewer than 1 million residents
2003,39115,OH,Morgan County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,39117,OH,Morrow County,Large-in a metro area with at least 1 million residents or more
2003,39119,OH,Muskingum County,Micropolitan adjacent to a large metro area
2003,39121,OH,Noble County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents"
2003,39123,OH,Ottawa County,Small-in a metro area with fewer than 1 million residents
2003,39125,OH,Paulding County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,39127,OH,Perry County,Noncore adjacent to a large metro area
2003,39129,OH,Pickaway County,Large-in a metro area with at least 1 million residents or more
2003,39131,OH,Pike County,"Noncore adjacent to micro area and contains a town of at least 2,500 residents"
2003,39133,OH,Portage County,Small-in a metro area with fewer than 1 million residents
2003,39135,OH,Preble County,Small-in a metro area with fewer than 1 million residents
2003,39137,OH,Putnam County,"Noncore adjacent to a small metro with town of at least 2,500 residents"
2003,39139,OH,Richland County,Small-in a metro area with fewer than 1 million residents
2003,39141,OH,Ross County,Micropolitan adjacent to a large metro area
2003,39143,OH,Sandusky County,Micropolitan area adjacent to a small metro area
2003,39145,OH,Scioto County,Micropolitan area adjacent to a small metro area
2003,39147,OH,Seneca County,Micropolitan area adjacent to a small metro area
2003,39149,OH,Shelby County,Micropolitan area adjacent to a small metro area
2003,39151,OH,Stark County,Small-in a metro area with fewer than 1 million residents
2003,39153,OH,Summit County,Small-in a metro area with fewer than 1 million residents
2003,39155,OH,Trumbull County,Small-in a metro area with fewer than 1 million residents
2003,39157,OH,Tuscarawas County,Micropolitan area adjacent to a small metro area
2003,39159,OH,Union County,Large-in a metro area with at least 1 million residents or more
2003,39161,OH,Van Wert County,Micropolitan area adjacent to a small metro area
2003,39163,OH,Vinton County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents"
